"time","capacitor1.v","der(capacitor1.v)","capacitor1.i","capacitor1.n.i","capacitor1.n.v","capacitor1.p.i","capacitor1.p.v","ground1.p.i","ground1.p.v","ground2.p.v","ground3.p.v","resistor1.LossPower","resistor1.R_actual","resistor1.v","resistor2.LossPower","resistor2.R_actual","resistor2.i","resistor2.v","sineVoltage1.v","constantVoltage1.i","constantVoltage1.n.i","constantVoltage1.n.v","constantVoltage1.p.i","ground2.p.i","ground3.p.i","resistor1.i","resistor1.n.i","resistor1.n.v","resistor1.p.i","resistor1.p.v","resistor2.n.i","resistor2.p.i","resistor2.p.v","sineVoltage1.i","sineVoltage1.n.i","sineVoltage1.n.v","sineVoltage1.p.i","sineVoltage1.p.v","sineVoltage1.signalSource.y"
0.88,0,0,0,0,0.385511596873632,0,0.385511596873632,0,0,0,0,0.1486191913240577,1,0.385511596873632,0.1486191913240577,1,0.385511596873632,0.385511596873632,0.7710231937472639,0.385511596873632,-0.385511596873632,0,0.385511596873632,-0.385511596873632,0.385511596873632,0.385511596873632,-0.385511596873632,0.385511596873632,0.385511596873632,0.7710231937472639,-0.385511596873632,0.385511596873632,0.385511596873632,-0.385511596873632,0.385511596873632,0,-0.385511596873632,0.7710231937472639,0.7710231937472639
0.89,0,0,0,0,0.3886778990491629,0,0.3886778990491629,0,0,0,0,0.1510705092092713,1,0.3886778990491629,0.1510705092092713,1,0.3886778990491629,0.3886778990491629,0.7773557980983259,0.3886778990491629,-0.3886778990491629,0,0.3886778990491629,-0.3886778990491629,0.3886778990491629,0.3886778990491629,-0.3886778990491629,0.3886778990491629,0.3886778990491629,0.7773557980983259,-0.3886778990491629,0.3886778990491629,0.3886778990491629,-0.3886778990491629,0.3886778990491629,0,-0.3886778990491629,0.7773557980983259,0.7773557980983259
0.9,0,0,0,0,0.3918052943207297,0,0.3918052943207297,0,0,0,0,0.1535113886577537,1,0.3918052943207297,0.1535113886577537,1,0.3918052943207297,0.3918052943207297,0.7836105886414595,0.3918052943207297,-0.3918052943207297,0,0.3918052943207297,-0.3918052943207297,0.3918052943207297,0.3918052943207297,-0.3918052943207297,0.3918052943207297,0.3918052943207297,0.7836105886414595,-0.3918052943207297,0.3918052943207297,0.3918052943207297,-0.3918052943207297,0.3918052943207297,0,-0.3918052943207297,0.7836105886414595,0.7836105886414595
0.91,0,0,0,0,0.3948934696340841,0,0.3948934696340841,0,0,0,0,0.1559408523596453,1,0.3948934696340841,0.1559408523596453,1,0.3948934696340841,0.3948934696340841,0.7897869392681682,0.3948934696340841,-0.3948934696340841,0,0.3948934696340841,-0.3948934696340841,0.3948934696340841,0.3948934696340841,-0.3948934696340841,0.3948934696340841,0.3948934696340841,0.7897869392681682,-0.3948934696340841,0.3948934696340841,0.3948934696340841,-0.3948934696340841,0.3948934696340841,0,-0.3948934696340841,0.7897869392681682,0.7897869392681682
0.92,0,0,0,0,0.3979421158609205,0,0.3979421158609205,0,0,0,0,0.1583579275758663,1,0.3979421158609205,0.1583579275758663,1,0.3979421158609205,0.3979421158609205,0.795884231721841,0.3979421158609205,-0.3979421158609205,0,0.3979421158609205,-0.3979421158609205,0.3979421158609205,0.3979421158609205,-0.3979421158609205,0.3979421158609205,0.3979421158609205,0.795884231721841,-0.3979421158609205,0.3979421158609205,0.3979421158609205,-0.3979421158609205,0.3979421158609205,0,-0.3979421158609205,0.795884231721841,0.795884231721841
0.93,0,0,0,0,0.4009509278298199,0,0.4009509278298199,0,0,0,0,0.1607616465275934,1,0.4009509278298199,0.1607616465275934,1,0.4009509278298199,0.4009509278298199,0.8019018556596398,0.4009509278298199,-0.4009509278298199,0,0.4009509278298199,-0.4009509278298199,0.4009509278298199,0.4009509278298199,-0.4009509278298199,0.4009509278298199,0.4009509278298199,0.8019018556596398,-0.4009509278298199,0.4009509278298199,0.4009509278298199,-0.4009509278298199,0.4009509278298199,0,-0.4009509278298199,0.8019018556596398,0.8019018556596398
0.9399999999999999,0,0,0,0,0.4039196043567979,0,0.4039196043567979,0,0,0,0,0.1631510467837522,1,0.4039196043567979,0.1631510467837522,1,0.4039196043567979,0.4039196043567979,0.8078392087135958,0.4039196043567979,-0.4039196043567979,0,0.4039196043567979,-0.4039196043567979,0.4039196043567979,0.4039196043567979,-0.4039196043567979,0.4039196043567979,0.4039196043567979,0.8078392087135958,-0.4039196043567979,0.4039196043567979,0.4039196043567979,-0.4039196043567979,0.4039196043567979,0,-0.4039196043567979,0.8078392087135958,0.8078392087135958
0.95,0,0,0,0,0.4068478482754531,0,0.4068478482754531,0,0,0,0,0.1655251716463661,1,0.4068478482754531,0.1655251716463661,1,0.4068478482754531,0.4068478482754531,0.8136956965509061,0.4068478482754531,-0.4068478482754531,0,0.4068478482754531,-0.4068478482754531,0.4068478482754531,0.4068478482754531,-0.4068478482754531,0.4068478482754531,0.4068478482754531,0.8136956965509061,-0.4068478482754531,0.4068478482754531,0.4068478482754531,-0.4068478482754531,0.4068478482754531,0,-0.4068478482754531,0.8136956965509061,0.8136956965509061
0.96,0,0,0,0,0.4097353664667139,0,0.4097353664667139,0,0,0,0,0.1678830705336123,1,0.4097353664667139,0.1678830705336123,1,0.4097353664667139,0.4097353664667139,0.8194707329334278,0.4097353664667139,-0.4097353664667139,0,0.4097353664667139,-0.4097353664667139,0.4097353664667139,0.4097353664667139,-0.4097353664667139,0.4097353664667139,0.4097353664667139,0.8194707329334278,-0.4097353664667139,0.4097353664667139,0.4097353664667139,-0.4097353664667139,0.4097353664667139,0,-0.4097353664667139,0.8194707329334278,0.8194707329334278
0.97,0,0,0,0,0.4125818698881798,0,0.4125818698881798,0,0,0,0,0.1702237993604269,1,0.4125818698881798,0.1702237993604269,1,0.4125818698881798,0.4125818698881798,0.8251637397763596,0.4125818698881798,-0.4125818698881798,0,0.4125818698881798,-0.4125818698881798,0.4125818698881798,0.4125818698881798,-0.4125818698881798,0.4125818698881798,0.4125818698881798,0.8251637397763596,-0.4125818698881798,0.4125818698881798,0.4125818698881798,-0.4125818698881798,0.4125818698881798,0,-0.4125818698881798,0.8251637397763596,0.8251637397763596
0.98,0,0,0,0,0.4153870736030548,0,0.4153870736030548,0,0,0,0,0.1725464209165097,1,0.4153870736030548,0.1725464209165097,1,0.4153870736030548,0.4153870736030548,0.8307741472061095,0.4153870736030548,-0.4153870736030548,0,0.4153870736030548,-0.4153870736030548,0.4153870736030548,0.4153870736030548,-0.4153870736030548,0.4153870736030548,0.4153870736030548,0.8307741472061095,-0.4153870736030548,0.4153870736030548,0.4153870736030548,-0.4153870736030548,0.4153870736030548,0,-0.4153870736030548,0.8307741472061095,0.8307741472061095
0.99,0,0,0,0,0.4181506968086695,0,0.4181506968086695,0,0,0,0,0.1748500052415758,1,0.4181506968086695,0.1748500052415758,1,0.4181506968086695,0.4181506968086695,0.836301393617339,0.4181506968086695,-0.4181506968086695,0,0.4181506968086695,-0.4181506968086695,0.4181506968086695,0.4181506968086695,-0.4181506968086695,0.4181506968086695,0.4181506968086695,0.836301393617339,-0.4181506968086695,0.4181506968086695,0.4181506968086695,-0.4181506968086695,0.4181506968086695,0,-0.4181506968086695,0.836301393617339,0.836301393617339
1,0,0,0,0,0.4208724628645901,0,0.4208724628645901,0,0,0,0,0.1771336299977058,1,0.4208724628645901,0.1771336299977058,1,0.4208724628645901,0.4208724628645901,0.8417449257291802,0.4208724628645901,-0.4208724628645901,0,0.4208724628645901,-0.4208724628645901,0.4208724628645901,0.4208724628645901,-0.4208724628645901,0.4208724628645901,0.4208724628645901,0.8417449257291802,-0.4208724628645901,0.4208724628645901,0.4208724628645901,-0.4208724628645901,0.4208724628645901,0,-0.4208724628645901,0.8417449257291802,0.8417449257291802
1,0,0,0,0,0.4208724628645901,0,0.4208724628645901,0,0,0,0,0.1771336299977058,1,0.4208724628645901,0.1771336299977058,1,0.4208724628645901,0.4208724628645901,0.8417449257291802,0.4208724628645901,-0.4208724628645901,0,0.4208724628645901,-0.4208724628645901,0.4208724628645901,0.4208724628645901,-0.4208724628645901,0.4208724628645901,0.4208724628645901,0.8417449257291802,-0.4208724628645901,0.4208724628645901,0.4208724628645901,-0.4208724628645901,0.4208724628645901,0,-0.4208724628645901,0.8417449257291802,0.8417449257291802
