,Temps,Marteau,Acc1,Acc2
270,0.00135,0.00025996717884574594,0.00027132072464512534,-3.0966629123582658e-06
271,0.001355,0.00024396454534536847,0.00026817641457019183,-3.6398334733593314e-05
272,0.00136,0.00022130148451579714,0.0002678595841047293,-7.388535378782086e-05
273,0.0013650000000000001,0.00019979452718925405,0.0002757383098741721,-0.0001009482346288401
274,0.0013700000000000001,0.00018664190704222332,0.0002890617134562181,-0.00010724428883864413
275,0.0013750000000000001,0.00018588042733650156,0.0002988105852328515,-9.122173306900014e-05
276,0.0013800000000000002,0.00019727792169897028,0.00029584683228784964,-6.0125460663989984e-05
277,0.0013850000000000002,0.0002168647177868144,0.0002774751177388629,-2.600032134789668e-05
278,0.0013900000000000002,0.0002386662174185267,0.00025023419769085154,-1.119522496712184e-07
279,0.0013950000000000002,0.00025682747373269527,0.00022698714629971572,1.1392821426890255e-05
280,0.0014000000000000002,0.0002673221622166409,0.00021982082325062687,8.845607836970265e-06
281,0.0014050000000000002,0.0002687517097955931,0.0002328382280643817,-2.554320798015962e-06
282,0.00141,0.0002621865954530987,0.0002591036360478311,-1.5930348010507285e-05
283,0.001415,0.00025037138220900223,0.0002836758823330114,-2.573468101745431e-05
284,0.00142,0.0002367601727793039,0.0002912039815241913,-2.9392680099861565e-05
285,0.001425,0.00022474434897258645,0.00027397174826566115,-2.7379765933105687e-05
286,0.00143,0.00021717944110698353,0.00023603621642584742,-2.224223526625489e-05
287,0.001435,0.0002160817424443576,0.0001912993515150685,-1.7238347884612e-05
288,0.00144,0.0002222947167995049,0.0001566786855621564,-1.5044705300022569e-05
289,0.001445,0.00023506228743770408,0.00014409708489693859,-1.6725896108138634e-05
290,0.0014500000000000001,0.0002516977432492545,0.0001554116759029234,-2.1152340468437707e-05
291,0.0014550000000000001,0.0002677203853754113,0.00018255424963683846,-2.518695993215564e-05
292,0.0014600000000000001,0.0002777784404588132,0.00021224324055481075,-2.4926007973987232e-05
293,0.0014650000000000002,0.0002773423463148536,0.00023235206805243883,-1.7839312025524847e-05
294,0.0014700000000000002,0.00026467115648343674,0.00023658204270932029,-4.943273882521951e-06
295,0.0014750000000000002,0.00024219165345932793,0.0002255300450953337,8.346371204802686e-06
296,0.0014800000000000002,0.00021644579260767085,0.00020450902913305962,1.3761744371305039e-05
297,0.0014850000000000002,0.00019625479250596565,0.0001801460523541135,4.050111712353957e-06
298,0.0014900000000000002,0.0001895586271509606,0.00015794137182507692,-2.2452377923413763e-05
299,0.001495,0.00020014272822297766,0.0001417493860584349,-5.9113539844789166e-05
300,0.0015,0.00022574078099661305,0.00013452998830807653,-9.230877771917046e-05
301,0.001505,0.00025856911842540446,0.000138868667809627,-0.00010698418102674683
302,0.00151,0.00028831490294582804,0.00015621473799021495,-9.423686722990782e-05
303,0.001515,0.00030641550510373075,0.00018513104314265977,-5.701949903895486e-05
304,0.00152,0.0003097217318744923,0.0002200373912556559,-1.0440171104643436e-05
305,0.001525,0.0003017679343403994,0.0002520133624081713,2.4366752181949217e-05
306,0.0015300000000000001,0.0002909047995625837,0.0002720243642993224,3.0342939978420555e-05
307,0.0015350000000000001,0.0002860453525862525,0.0002751961622291131,3.5863177150182238e-06
308,0.0015400000000000001,0.00029200839696078246,0.00026368970356599247,-4.358512405447086e-05
309,0.0015450000000000001,0.00030676529958528184,0.0002461702114612631,-8.775801832486827e-05
310,0.0015500000000000002,0.0003220746693230595,0.00023371116108693632,-0.00010560905626845609
311,0.0015550000000000002,0.00032736790107622737,0.00023415403937688108,-8.557328368024285e-05
312,0.0015600000000000002,0.00031510516105440493,0.0002480698677056617,-3.384142403008031e-05
313,0.0015650000000000002,0.0002849925027169387,0.00026872359065697294,2.8657607839940348e-05
314,0.0015700000000000002,0.00024489886233911246,0.00028615874825960055,7.684073541436702e-05
